Index,Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID,RQ1 - Interaction Input - Verbal,RQ1 - Interaction Input - Camera ,RQ1 - Interaction Input - Tactile,RQ1 - Interaction Input - Gestural,RQ1 - Interaction Input - Mechanical,RQ1 - Interaction Input - Orientational,RQ1 - Interaction Input - Contextual,RQ1 - Output modality - Audio,RQ1 - Output modality - Visual,RQ1 - Output modality - Motion ,RQ1 - Output modality - Gustation,RQ1 - Output modality - Thermoception,RQ1 - Scalar attributes - Morphable ,RQ1 - Scalar attributes - Customisability,RQ1 - Scalar attributes - Automaticity,RQ1 - Scalar attributes - Expressivity,RQ1 - Scalar attributes - Adaptive,RQ1 - Scalar attributes - Practicality,RQ1 - Scalar attributes - Combined ,RQ1 - Scalar attributes - Parallel ,RQ1 - Layout - Symbols ,RQ1 - Layout - Pictographic ,RQ1 - Layout - Text,RQ1 - Layout - Animation / video,RQ1 - Layout - Grid ,RQ1 - Layout - VSDs,RQ1 - Layout - Novel,RQ1 - Layout - No layout,RQ1 - Communication type  - Verbal ,RQ1 - Communication type  - Nonverbal,RQ1 - Scenarios and communication partners - Fellow AC ,RQ1 - Scenarios and communication partners - Family or friends ,RQ1 - Scenarios and communication partners - Professionals  ,RQ1 - Scenarios and communication partners - Groups ,RQ1 - Scenarios and communication partners - Strangers ,RQ1 - Scenarios and communication partners - Anyone  ,RQ1 - Scenarios and communication partners - Virtual ,RQ1 - Scenarios and communication partners - Unclear ,RQ1 - Communication model - Linear ,RQ1 - Communication model - Interactive ,RQ1 - Communication model - Transactional ,RQ2 - User study method - Controlled experiment ,RQ2 - User study method - Randomized control trial,RQ2 - User study method - Survey,RQ2 - User study method - Usability testing ,RQ2 - User study method - Interviews,RQ2 - User study method - Focus groups,RQ2 - User study method - Case study,RQ2 - User study method - Field study,RQ2 - User study method - Workshop,RQ2 - User study method - Other ,RQ2 - User study location - No user study ,RQ2 - User study location - Near/at researchers lab ,"RQ2 - User study location - Home, residence or school",RQ2 - User study location - Neutral location ,RQ2 - User study location - Online/remote ,RQ2 - User study location - Other,RQ2 - Participatory design - Yes ,RQ2 - Participatory design - No,RQ2 - Contribution type - Empirical ,RQ2 - Contribution type - Artifact ,RQ2 - Contribution type - Methodological ,RQ2 - Contribution type - Theoretical and opinion,RQ2 - Contribution type - Dataset ,RQ2 - Contribution type - Survey ,RQ2 - Use of commercial AAC  - Yes,RQ2 - Use of commercial AAC  - No,RQ3 - Community of Focus  - BVI,RQ3 - Community of Focus  - DHH,RQ3 - Community of Focus  - Motor,RQ3 - Community of Focus  - Autism,RQ3 - Community of Focus  - IDD,RQ3 - Community of Focus  - Other cognitive,RQ3 - Community of Focus  - Older adults,RQ3 - Community of Focus  - General disability,RQ3 - Community of Focus  - Other,RQ3 - Participant groups  - No user study,RQ3 - Participant groups  -  People with disabilities,RQ3 - Participant groups  - People without disabilities,RQ3 - Participant groups  - Specialists,RQ3 - Participant groups  - Caregivers,RQ3 - Use of proxies - Yes ,RQ3 - Use of proxies - No,RQ3 - Ability based comparison - Yes ,RQ3 - Ability based comparison - No ,Analytics - Device name ,Analytics - Community names ,Analytics - Total number of participants 
495,"MacAulay F,Judson A,Etchels M,Ashraf S,Ricketts IW,Waller A,Brodie JK,Alm N,Warden A,Shearer AJ,Gordon B","ICU-Talk, a Communication Aid for Intubated Intensive Care Patients",2002,Proceedings of the Fifth International ACM Conference on Assistive Technologies,10.1145/638249.638290,https://doi.org/10.1145/638249.638290,"A Multi-disciplinary project staffed by personnel from nursing, computer science and speech and language therapy developed a computer based communication aid called ICU-Talk. This device has been designed specifically for intubated patients in hospital intensive care units. The ICU-Talk device was trialled with real patients. This paper reports the challenges faced when developing a device for this patient group and environment. A description of the methods used to produce ICU-Talk and results from the trials will be presented.","usability, communication, HCI, ICU, AAC",,Conference Paper,ACM,,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,ICU-Talk,ICU patients,46
496,"Black R,Waller A,Turner R,Reiter E",Supporting Personal Narrative for Children with Complex Communication Needs,2012,"ACM Transactions on Computer-Human Interaction, Volume 19, Issue 2",10.1145/2240156.2240163,https://doi.org/10.1145/2240156.2240163,"Children with complex communication needs who use voice output communication aids seldom engage in extended conversation. The â€œHow was School today...?â€ system has been designed to enable such children to talk about their school day. The system uses data-to-text technology to generate narratives from sensor data. Observations, interviews and prototyping were used to ensure that stakeholders were involved in the design of the system. Evaluations with three children showed that the prototype system, which automatically generates utterances, has the potential to support disabled individuals to participate better in interactive conversation. Analysis of a conversational transcript and observations indicate that the children were able to access relevant conversation and had more control in the conversation in comparison to their usual interactions where control lay mainly with the speaking partner. Further research to develop an improved, more rugged system that supports users with different levels of language ability is now underway.","Augmentative and alternative communication, assistive technology, single-switch input, language development, scanning selection, disability, accessibility, cerebral palsy, personal narrative",,Journal Article,ACM,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,"How was school today?, DynaVox Vmax","Cerebral palsy, Children",3
497,"Felzer T,Nordmann R",Using Intentional Muscle Contractions as Input Signals for Various Hands-Free Control Applications,2008,Proceedings of the 2nd International Convention on Rehabilitation Engineering & Assistive Technology,10.5555/1983222.1983247,https://dl.acm.org/doi/10.5555/1983222.1983247,"This paper deals with an alternative input method based on tiny muscle contractions for the use with a variety of target applications. The previously introduced HAnds-free Mouse COntrol System (HaMCoS) is one example of a tool resulting from this input strategy. The system allows its user to completely operate a Windows PC without the need to use the hands. Therefore, it can be very helpful for a person with a severe physical disability who is able to willfully contract one single muscle (since that is all it takes). The same idea has been applied to a control system for an electrically powered wheelchair. Both systems focus on a similar target population. The paper briefly describes how the muscle-based input signals are detected and how they are processed in the two control applications. As a third application, an environment control system -- again primarily targeting people with special needs -- is finally proposed. The graphical user interface (GUI) and the basic structure of the proposed tool are presented in thorough detail. Possible implications considering this input method for non-disabled users are also addressed.","AAC, environment control, bio-signals, scanning, intentional muscle contractions, wheelchair, HCI",,Conference Paper,ACM,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,HaMCoS ,Motor disabilities ,n/a
498,"Vujic A,Starner T,Jackson M",MoodLens: Towards Improving Nonverbal Emotional Expression with an in-Lens Fiber Optic Display,2016,Proceedings of the 2016 ACM International Symposium on Wearable Computers,10.1145/2971763.2971798,https://doi.org/10.1145/2971763.2971798,"Using an outward-facing display mounted on eyeglasses, MoodLens seeks to help individuals express emotion who have lost the ability to speak or use facial muscles. MoodLens looks like normal eyeglasses when not in use and allows the wearer to experience eye contact normally. We collected data from non-disabled participants (i.e., potential conversation partners for the wearer) who viewed smiling, neutral and frowning emoticons on MoodLens accompanied by computerized speech. The emoticons were recognizable at conversational distances and altered the perceived emotional content of the speech significantly.","affective computing, augmentative and alternative communication, assistive technologies, wearable computers",,Conference Paper,ACM,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,MoodLens ,"Motor disabilities, stroke ",20
499,"Felzer T,Nordmann R",Leveraging Retained Physical Capabilities to Support Persons with Severe Motor Impairments,2009,Proceedings of the 3rd International Convention on Rehabilitation Engineering & Assistive Technology,10.1145/1592700.1592724,https://doi.org/10.1145/1592700.1592724,"This paper deals with two novel applications of an alternative method of interacting with a computer which enables persons with very severe motor impairments to leverage retained capabilities in order to independently control certain parts of their daily lives. The input strategy is based on tiny intentional contractions of a single muscle of choice (requiring a minimum of physical contribution only) which are used as ""selection marker"" in the context of scanning. The first application turns the PC into a Universal Remote Control (URC), while the second one is a Text-To-Speech (TTS) module. A simple experiment requesting the speed of the scanning scheme shows that the theoretical concept really works and that it therefore has the potential of being of great help for its target population.",,,Conference Paper,ACM,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,HaMCoS ,Motor disabilities ,1
500,"Williams K,Moffatt K,Hong J,Faroqi-Shah Y,Findlater L",The Cost of Turning Heads: A Comparison of a Head-Worn Display to a Smartphone for Supporting Persons with Aphasia in Conversation,2016,Proceedings of the 18th International ACM SIGACCESS Conference on Computers and Accessibility,10.1145/2982142.2982165,https://doi.org/10.1145/2982142.2982165,"Current symbol-based dictionaries providing vocabulary support for persons with the language disorder, aphasia, are housed on smartphones or other portable devices. To employ the support on these external devices requires the user to divert their attention away from their conversation partner, to the neglect of conversation dynamics like eye contact or verbal inflection. A prior study investigated head-worn displays (HWDs) as an alternative form factor for supporting glanceable, unobtrusive, and always-available conversation support, but it did not directly compare the HWD to a control condition. To address this limitation, we compared vocabulary support on a HWD to equivalent support on a smartphone in terms of overall experience, perceived focus, and conversational success. Lastly, we elicited critical discussion of how each device might be better designed for conversation support. Our work contributes (1) evidence that a HWD can support more efficient communication, (2) preliminary results that a HWD can provide a better overall experience using assistive vocabulary, and (3) a characterization of the design features persons with aphasia value in portable conversation support technologies. Our findings should motivate further work on head-worn conversation support for persons with aphasia.","aac, head-worn display, accessibility., aphasia, wearable computing, conversational support",,Conference Paper,ACM,,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,Head-Worn Display,Aphasia ,20
501,"Black R,Reddington J,Reiter E,Tintarev N,Waller A",Using NLG and Sensors to Support Personal Narrative for Children with Complex Communication Needs,2010,Proceedings of the NAACL HLT 2010 Workshop on Speech and Language Processing for Assistive Technologies,10.5555/1867750.1867751,https://dl.acm.org/doi/10.5555/1867750.1867751,"We are building a tool that helps children with Complex Communication Needs (CCN) to create stories about their day at school. The tool uses Natural Language Generation (NLG) technology to create a draft story based on sensor data of the child's activities, which the child can edit. This work is still in its early stages, but we believe it has great potential to support interactive personal narrative which is not well supported by current Augmentative and Alternative Communication (AAC) tools.",,,Conference Paper,ACM,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,"How was school today?, DynaVox Vmax","Cererbral Palsy, Children  ",3
502,"Sinha M,Dasgupta T,Basu A",Development of Accessible Toolset to Enhance Social Interaction Opportunities for People with Cerebral Palsy in India,2014,Proceedings of the 16th International ACM SIGACCESS Conference on Computers & Accessibility,10.1145/2661334.2661408,https://doi.org/10.1145/2661334.2661408,"In this paper we have developed a toolset that will allow people with severe spastic cerebral palsy (CP) and highly restricted motor movement skills to access popular social-networking and communication mediums like, Facebook and E-mails. To understand the requirements of the intended users we have performed a number of surveys that acted as basis of our system design. The developed tools use special access switch based scanning technique for easy navigation in different applications. We have evaluated the toolset with six target users. The preliminary results demonstrate a positive response.","e-mail client, auto-scan, facebook, cerebral palsy, aac",,Conference Paper,ACM,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Accessible toolset,"Motor disabilities, Cerebral palsy",6
503,"Johansen AS,Hansen JP,Hansen DW,Itoh K,Mashino S","Language Technology in a Predictive, Restricted on-Screen Keyboard with Dynamic Layout for Severely Disabled People",2003,Proceedings of the 2003 EACL Workshop on Language Modeling for Text Entry Methods,10.5555/1628195.1628203,https://dl.acm.org/doi/10.5555/1628195.1628203 ,"This paper describes the GazeTalk augmentative and alternative communications (AAC) system, and presents results from two user studies of initial typing rates among novice users. GazeTalk can be operated using eye tracking, mouse or other pointing devices. The system presents the user with a user interface that is based on 12 large on-screen buttons.GazeTalk supports a wide range of configurations, including several variants of probabilistic or ambiguous/clustered keyboards. The language model used in GazeTalk is based on a corpus constructed on the basis of text extracted from Usenet discussion groups. The results from the user studies indicated that the prediction-based input system was less efficient than a static layout. However, user comments suggest that this was mainly caused by design related factors, which were not directly related to the basic design principles. In the next design iteration, we aim to improve the design by eliminating the problems and to increase the quality of the language model by using a significantly larger training corpus.",,,Conference Paper,ACM,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,n/a ,ALS,n/a 
504,"de Oliveira AI,GuimarÃ£es LS,Sampaio Neto NC",Voicer in Mobile Platform to Facilitate Communication for the Disabled,2013,Proceedings of the Fifth International Conference on Management of Emergent Digital EcoSystems,10.1145/2536146.2536197,https://doi.org/10.1145/2536146.2536197,"This paper describes the development of a voicer, which is an Assistive Technology (AT) software focused on Augmentative and Alternative Communication (AAC). It aims to assist in the treatment of patients with conditions or limitations in oral language. The proposed voicer, called VoxLaPS, is an open source initiative implemented in the Android platform to be used with mobile devices that tend to be the future hardware tools to applications of accessibility. This study details the software engineering process applied in the development of the application, and also presents the first successful experimental with experts in the accessibility field. This work shows how the positive influence of the AT affects the disabled people's life, recovering their basic human skills, such as communication, inserting them into the digital world, and assisting them in the day-by-day tasks.","assistive technology, alternative communication, voicer",,Conference Paper,ACM,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,VoxLaps ,AAC users,14
505,"Trinh H,Waller A,Vertanen K,Kristensson PO,Hanson VL",ISCAN: A Phoneme-Based Predictive Communication Aid for Nonspeaking Individuals,2012,Proceedings of the 14th International ACM SIGACCESS Conference on Computers and Accessibility,10.1145/2384916.2384927,https://doi.org/10.1145/2384916.2384927,"The high incidence of literacy deficits among people with severe speech impairments (SSI) has been well documented. Without literacy skills, people with SSI are unable to effectively use orthographic-based communication systems to generate novel linguistic items in spontaneous conversation. To address this problem, phoneme-based communication systems have been proposed which enable users to create spoken output from phoneme sequences. In this paper, we investigate whether prediction techniques can be employed to improve the usability of such systems. We have developed iSCAN, a phoneme-based predictive communication system, which offers phoneme prediction and phoneme-based word prediction. A pilot study with 16 able-bodied participants showed that our predictive methods led to a 108.4% increase in phoneme entry speed and a 79.0% reduction in phoneme error rate. The benefits of the predictive methods were also demonstrated in a case study with a cerebral palsied participant. Moreover, results of a comparative evaluation conducted with the same participant after 16 sessions using iSCAN indicated that our system outperformed an orthographic-based predictive communication device that the participant has used for over 4 years.","augmentative and alternative communication, phoneme-based communication, phoneme prediction, word prediction",,Conference Paper,ACM,,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,"iSCAN, Say-It! Sam, Assistive Chat","Motor impairments, Cerebral Palsy",17
